name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
F DYING: How Cheating Death Kicked My Ass into Loving...,Nonfiction,Publishing,2017/07/25,2017-08-23,successful,426,USA,28397,26834
Boss Fight Books: Season 4 - Creator Access Edition,Nonfiction,Publishing,2017/07/25,2017-08-23,successful,793,USA,35320,10000
King Python's Magma,Art,Art,2017/07/25,2017-08-23,failed,0,USA,0,50000
Hands in the Sea - 2nd Edition,Tabletop Games,Games,2017/07/25,2017-08-22,successful,916,USA,55104,20000
Patient History | a movement memoire,Performance Art,Art,2017/07/25,2017-08-22,successful,73,USA,7934,7500
Miraculousness,Music,Music,2017/07/25,2017-08-21,failed,19,USA,556.69,2000
Personal Portable Solar - Maverick by Peppermint Energy,Technology,Technology,2017/07/25,2017-08-21,canceled,13,USA,7770,17000
Ahri pin,Art,Art,2017/07/25,2017-08-19,failed,1,USA,13,800
Gotta Lotta Gelata Truck,Food Trucks,Food,2017/07/25,2017-08-19,failed,14,USA,3051,30000
Magnetic Induction Smart Cups,Technology,Technology,2017/07/25,2017-08-19,failed,0,USA,0,20000
CampMaid Coconut BBQ Charcoal,Product Design,Design,2017/07/25,2017-08-19,successful,103,USA,5454,2000
SAKANA Volume 2 Kickstarter,Webcomics,Comics,2017/07/25,2017-08-18,successful,866,USA,56475,18000
THE ORCHID GARDEN supernatural horror fantasy art 1919-1921,Art,Art,2017/07/25,2017-08-16,successful,401,USA,20353,1313
A Song of Ice & Fire: Tabletop Miniatures Game,Tabletop Games,Games,2017/07/25,2017-08-16,successful,9040,USA,1690466,300000
Ground Control Aircraft - Redbull Flugtag,Flight,Technology,2017/07/25,2017-08-15,successful,12,USA,965,250
The Contractors - Animation and Technical Import: Rugar,Video Games,Games,2017/07/25,2017-08-15,successful,24,USA,2557,1800
"NHTR: Normal HighSchool Teenage Rapper, the album",Hip-Hop,Music,2017/07/25,2017-08-15,failed,0,USA,0,10000
Songs to Fill the Air: Tales of the Grateful Dead project,Print,Journalism,2017/07/25,2017-08-15,successful,22,USA,897,400
King Complex: Origins' Comic Book Issue #1,Comic Books,Comics,2017/07/25,2017-08-15,successful,14,USA,1007,1000
Gorgeous Fine Art Prints of New Photographer's Work!,Nature,Photography,2017/07/25,2017-08-14,failed,2,USA,380,500
12 Little Monkeys,Crafts,Crafts,2017/07/25,2017-08-14,failed,0,USA,0,1500
Crabs!,Tabletop Games,Games,2017/07/25,2017-08-12,successful,281,USA,6016,5000
Princess Bride 30th Anniversary Celebration,Tabletop Games,Games,2017/07/25,2017-08-11,successful,138,USA,9045,100
Backing @Vita to record an album to come back his girl!,Music,Music,2017/07/25,2017-08-09,failed,0,USA,0,10000
On The Radio: Giving Great Music The Exposure It Deserves!,R&B,Music,2017/07/25,2017-08-08,failed,0,USA,0,15000
Radical Songs for Rough Times,Music,Music,2017/07/25,2017-08-08,successful,43,USA,3045,3000
"Sweeten the Squeeze: Help Fund My ""Lemonade Stand"" Please!!",Art,Art,2017/07/25,2017-08-06,failed,1,USA,1,5000
The Spiel Press Roll and Write Gamebooks - Book 1 and 2,Tabletop Games,Games,2017/07/25,2017-08-04,successful,846,USA,19392,7500
Artisan's Loft Online Marketplace for Creatives,Web,Technology,2017/07/25,2017-08-04,failed,2,USA,10,700
Kids Craft Kits,Crafts,Crafts,2017/07/25,2017-08-04,failed,1,USA,125,500
Little Frosty Frost Dragon - Hard Enamel Pin,Art,Art,2017/07/25,2017-08-02,successful,37,USA,622,100
Splash Dragon Art,Painting,Art,2017/07/25,2017-08-02,successful,18,USA,805,500
Beervana,Drinks,Food,2017/07/25,2017-08-01,failed,3,USA,26,10000
Arcadia - Audio and Visual Album by Crown Colony,Rock,Music,2017/07/25,2017-08-01,successful,17,USA,650,300
Vivacious Angel,Romance,Film & Video,2017/07/24,2017-09-22,failed,3,USA,27,39000
Airpods Floss Sticker,Art,Art,2017/07/24,2017-09-22,failed,2,USA,5,500
Addiction Help and Recovery for Psychological Issues,Technology,Technology,2017/07/24,2017-09-22,failed,1,USA,1,17000
Luxury Men's Watches With Affordable Prices,Accessories,Fashion,2017/07/24,2017-09-22,suspended,13,USA,530,15000
Warzio Game Project.,Games,Games,2017/07/24,2017-09-22,failed,2,USA,2,8000
"Help save Le Figaro, Inc.",Restaurants,Food,2017/07/24,2017-09-22,canceled,0,USA,0,100000
MyWindFit - Don't let the weather dictate when you train,Wearables,Technology,2017/07/24,2017-09-22,failed,3,USA,3,90000
Evan & Artimus get into trouble in this slapstick comedy.,Comedy,Film & Video,2017/07/24,2017-09-22,failed,1,USA,1,6000
SHOBI - Shower Bottle Inverter,Crafts,Crafts,2017/07/24,2017-09-22,successful,28,USA,2130,2000
The Unknown Candidate Short Film,Comedy,Film & Video,2017/07/24,2017-09-22,successful,31,USA,2150,2000
Queerly Crafted Needs High Quality Prints!,Painting,Art,2017/07/24,2017-09-22,successful,15,USA,571,500
SiP: Smoothies in Petoskey,Food,Food,2017/07/24,2017-09-22,failed,6,USA,325,35000
50 State Tour: 50 Paints in 50 States,Painting,Art,2017/07/24,2017-09-22,failed,1,USA,25,20000
Fidget Shuffler,Product Design,Design,2017/07/24,2017-09-12,failed,20,USA,2209,20000
Scentchanted,Crafts,Crafts,2017/07/24,2017-09-07,failed,5,USA,220,4500
Spectrum Travel Social Story Videos,Family,Film & Video,2017/07/24,2017-09-07,failed,1,USA,78,10000
Chewie's Video Club: Entertainment With A Purpose,Family,Film & Video,2017/07/24,2017-09-07,failed,1,USA,25,1800
Officer's wife furniture company,Woodworking,Crafts,2017/07/24,2017-09-07,failed,3,USA,120,20000
Debut Album: Candor,Music,Music,2017/07/24,2017-09-07,failed,10,USA,595,7200
The Wild North,Nature,Photography,2017/07/24,2017-09-02,failed,4,USA,223,40000
The Adventures of Scat Man an Animated Series,Film & Video,Film & Video,2017/07/24,2017-09-02,failed,1,USA,200,7000
New York: Where The City Meets The Sea,Photography,Photography,2017/07/24,2017-09-02,successful,96,USA,12301,12000
Unique Pontoons,Robots,Technology,2017/07/24,2017-09-02,failed,7,USA,182,30000
FlasKap: The First Flask for Your Tumbler!,Product Design,Design,2017/07/24,2017-09-02,canceled,504,USA,25345,50000
inlay dance: season one,Dance,Dance,2017/07/24,2017-09-01,successful,41,USA,5065,5000
Sanderson Step Sisters Final Issue,Comic Books,Comics,2017/07/24,2017-09-01,failed,24,USA,624.66,3750
EGGO Resin Toy,Sculpture,Art,2017/07/24,2017-08-31,successful,36,USA,1735,1500
The Girl Who Kept Night In Her Closet,Children's Books,Publishing,2017/07/24,2017-08-28,successful,132,USA,4722,3000
Mailboxes of Peru,Places,Photography,2017/07/24,2017-08-28,successful,16,USA,1201,1200
Titan the Ultra Man #2 Relaunch,Comic Books,Comics,2017/07/24,2017-08-28,successful,46,USA,1037,1000
UnCommon Things Flagship Store,Ready-to-wear,Fashion,2017/07/24,2017-08-28,canceled,2,USA,52,3500
Smoke-Filtering Chimney Cap,Hardware,Technology,2017/07/24,2017-08-28,failed,1,USA,1,15000
Dogs & Bobcats,Documentary,Film & Video,2017/07/24,2017-08-28,successful,59,USA,5036,5000
"Hello JiZoo's Sound Healing Album ""8 Exabytes of Memory""",Hip-Hop,Music,2017/07/24,2017-08-26,failed,2,USA,72,500
Time-In ToolKit,Publishing,Publishing,2017/07/24,2017-08-26,successful,649,USA,39214,8000
Reissue of Humanscale,Interactive Design,Design,2017/07/24,2017-08-25,successful,1704,USA,326109,137800
7th Annual PRHBTN Street Art Festival,Public Art,Art,2017/07/24,2017-08-25,successful,151,USA,15938,15000
Disabled People Destroy Science Fiction / Uncanny Magazine,Periodicals,Publishing,2017/07/24,2017-08-25,successful,2033,USA,57419.55,22000
"Jennifer Chung is recording her mini-album: ""After All""",Pop,Music,2017/07/24,2017-08-24,successful,338,USA,17005.38,10000
BLACK COLLAR CITIZENS | Gender Neutral Clothing,Apparel,Fashion,2017/07/24,2017-08-24,failed,30,USA,3998,16000
Serpent In The Wilderness - A Photo Book,Photobooks,Photography,2017/07/24,2017-08-24,successful,218,USA,20070,18500
BitLounger L & XL Storage System,Video Games,Games,2017/07/24,2017-08-24,failed,29,USA,3228.69,5000
Touchdown: Mars,Science Fiction,Film & Video,2017/07/24,2017-08-23,failed,4,USA,50,1000
JACKRABBIT a short film by Jesse Littlebird,Narrative Film,Film & Video,2017/07/24,2017-08-23,successful,77,USA,8328,8000
4board- The World's First Square Skateboard,Woodworking,Crafts,2017/07/24,2017-08-23,failed,4,USA,17,80
Curl Friends,Children's Books,Publishing,2017/07/24,2017-08-23,canceled,5,USA,285,5000
The Mouse Ledge:The Attachable Mouse Surface For Your Laptop,Gadgets,Technology,2017/07/24,2017-08-23,successful,81,USA,6195,3500
Bakery Coffee House Growth Project,Small Batch,Food,2017/07/24,2017-08-23,failed,4,USA,136,100000
The Mighty Error,Fiction,Publishing,2017/07/24,2017-08-23,failed,1,USA,5,12000
Bro'd Trip A TwoManCrewFilms Production,Comedy,Film & Video,2017/07/24,2017-08-23,successful,78,USA,12630,12573
An Adventure on Your Wrist - ViONE Watches,Jewelry,Fashion,2017/07/24,2017-08-23,failed,34,USA,3884,17500
Sixers Society,Journalism,Journalism,2017/07/24,2017-08-23,failed,0,USA,0,1776
Cook County Jail: Mental Illness Behind Bars,Photobooks,Photography,2017/07/24,2017-08-23,successful,37,USA,6530,6500
Requiem - The World's Premier Nerd Cafe,Restaurants,Food,2017/07/24,2017-08-23,successful,209,USA,14008,9800
KOLSOL K100: THE FIRST SELF-LEVELING CROSS-LINE LASER METER,Gadgets,Technology,2017/07/24,2017-08-23,successful,159,USA,22187,20000
Resting Bitch Face: A Comedic Photobook of Sleeping Dogs,Photobooks,Photography,2017/07/24,2017-08-23,successful,42,USA,2827.77,2750
"ZHAB-KHAR, KING OF ORCS, for d20 OGL / PFRPG games.",Tabletop Games,Games,2017/07/24,2017-08-23,successful,11,USA,501,500
Bring Ernie To Life!,Rock,Music,2017/07/24,2017-08-23,failed,0,USA,0,14500
Tresident Prump: SPACE ALIEN INVASION. Mobile game.,Mobile Games,Games,2017/07/24,2017-08-23,failed,1,USA,1,30000
Rezzimax® TUNER,Technology,Technology,2017/07/24,2017-08-23,successful,609,USA,126838,10000
Sick of Toxic Perfumes? Go Back to Nature with Earth Moods.,Crafts,Crafts,2017/07/24,2017-08-23,successful,85,USA,15820,15000
Scientist Podcast,Audio,Journalism,2017/07/24,2017-08-23,successful,67,USA,2591,2500
iPulse - The Perfect Minimal Wallet Ever,Product Design,Design,2017/07/24,2017-08-23,suspended,75,USA,1530,2000
The Operator: Heroes Coloring Book,Publishing,Publishing,2017/07/24,2017-08-23,canceled,8,USA,266,1500
Pinnacle: The Simply Perfect Phone Stand,Product Design,Design,2017/07/24,2017-08-23,successful,34,USA,5139,5000
WOD Wagon: Olympic Lifting and Conditioning Training Sled,Product Design,Design,2017/07/24,2017-08-23,failed,4,USA,648,4000
"The Velveteen Band 2nd album: ""What's on the Other Side""",Rock,Music,2017/07/24,2017-08-23,successful,93,USA,4080.49,1500
Genna & Jesse's Say OK Album & Community Project!,Music,Music,2017/07/24,2017-08-23,successful,277,USA,20690.33,20000
"""The Unconditional"" a documentary film",Documentary,Film & Video,2017/07/24,2017-08-23,successful,576,USA,49067.87,43920
Voyageurs Stove - Lightweight and Easy To Pack Camping Stove,Product Design,Design,2017/07/24,2017-08-23,failed,6,USA,808,5000
Gameception - The Game Within A Game,Tabletop Games,Games,2017/07/24,2017-08-23,successful,562,USA,13459,2500
How Do We Sing? The Movie!,Fantasy,Film & Video,2017/07/24,2017-08-23,successful,60,USA,2220,2000
Mad Doctors #2,Comic Books,Comics,2017/07/24,2017-08-23,successful,65,USA,3426,3250
A monsterous Children's book for children with disabilites,Children's Books,Publishing,2017/07/24,2017-08-23,canceled,11,USA,80,1000
Nut house Fixins,Restaurants,Food,2017/07/24,2017-08-23,failed,4,USA,36,60000
Hal King: The Movie,Narrative Film,Film & Video,2017/07/24,2017-08-23,failed,51,USA,3670,80000
Echoes of Eireann,Country & Folk,Music,2017/07/24,2017-08-23,failed,10,USA,280,5000
Bring the Reel Paddling Film Festival 2017 to Colorado!,Film & Video,Film & Video,2017/07/24,2017-08-23,failed,3,USA,80,700
Late Night Epiphanies EP,Hip-Hop,Music,2017/07/24,2017-08-23,failed,11,USA,397,7000
Vlog: The life of ADEADMAN.com,Webseries,Film & Video,2017/07/24,2017-08-23,failed,0,USA,0,20000
Dark Times,Fiction,Publishing,2017/07/24,2017-08-23,failed,0,USA,0,9000
Pet Door Decor - Custom curtains for your cat or dog door,Crafts,Crafts,2017/07/24,2017-08-23,failed,0,USA,0,5000
Travelr,Apps,Technology,2017/07/24,2017-08-23,failed,0,USA,0,25000
"TerraDea Creations : Healing, Crystal Jewelry, Visionary Art",Art,Art,2017/07/24,2017-08-21,failed,0,USA,0,1100
Animal Crossing Enamel Pins,Accessories,Fashion,2017/07/24,2017-08-21,successful,76,USA,3006,400
Cozy Log Cabin - Sauna~Sweet Sweat Lodge by Treeverb Stage,Architecture,Design,2017/07/24,2017-08-21,successful,14,USA,840,500
"""MUERTOS"" ANIMALS EDITION Playing Cards",Playing Cards,Games,2017/07/24,2017-08-18,successful,174,USA,10935,7000
A (Very) Different Kind of Book,Publishing,Publishing,2017/07/24,2017-08-18,successful,37,USA,11526,11000
Lazarus: a mobile- and text-based heroin fighting app,Apps,Technology,2017/07/24,2017-08-18,failed,6,USA,480,1400
Natural Slate Coasters ~ Fossil Collection,Drinks,Food,2017/07/24,2017-08-14,failed,7,USA,282,22250
Tournesol - Geneva B Art Book,Illustration,Art,2017/07/24,2017-08-14,successful,180,USA,6866,2500
Big and small hydroponic growing systems,Gadgets,Technology,2017/07/24,2017-08-13,failed,2,USA,208,7000
Sexy booty enamel pin,Art,Art,2017/07/24,2017-08-13,failed,0,USA,0,800
From Away Season 2 (The Return!!),Film & Video,Film & Video,2017/07/24,2017-08-09,successful,110,USA,26193,25000
Sophie & Howl pin,Art,Art,2017/07/24,2017-08-08,successful,47,USA,642,250
The Adventures of Hemi Rockmore,Children's Books,Publishing,2017/07/24,2017-08-08,failed,0,USA,0,4500
Biblioteka: A Novel Card Game,Tabletop Games,Games,2017/07/24,2017-08-08,successful,19,USA,417,350
Lets Bring Smokin' Hot Chili Sauce to the people!,Small Batch,Food,2017/07/24,2017-08-08,failed,19,USA,575,22000
Lone Wanderer,Video Games,Games,2017/07/24,2017-08-07,failed,4,USA,35,600
Trump Personality Identification Playing Cards,Playing Cards,Games,2017/07/24,2017-08-07,successful,6,USA,550,530
YES! Mustang and Gordon's New Short Film - Tertium Quid,Narrative Film,Film & Video,2017/07/24,2017-08-04,successful,41,USA,7374,6500
"The Folio #15, supplemental 1E/5E mini-adventures",Tabletop Games,Games,2017/07/24,2017-08-03,successful,125,USA,1832,500
NORTH PASSAGE: Clothing Brand that inspires,Apparel,Fashion,2017/07/24,2017-08-01,canceled,0,USA,0,800
If Children Directed A War Movie SEQUEL!!,Comedy,Film & Video,2017/07/24,2017-07-31,failed,0,USA,0,50
Broken Together Book,Nonfiction,Publishing,2017/07/23,2017-09-21,canceled,0,USA,0,3000
All Fall Some Stand Stall: A Romans Devotional,Publishing,Publishing,2017/07/23,2017-09-21,failed,0,USA,0,4500
Plant-It Android App,Mobile Games,Games,2017/07/23,2017-09-21,canceled,0,USA,0,10000
"Little Girls Powerful Women, Nobel laureates, and CEOs",Children's Books,Publishing,2017/07/23,2017-09-21,successful,46,USA,5774,5426
1 Million Miles to Somewhere album relaese,Hip-Hop,Music,2017/07/23,2017-09-06,failed,1,USA,1,1000
Phoenix Brewing: Nano-Brewery in Milford NH,Drinks,Food,2017/07/23,2017-09-06,failed,17,USA,711,30000
GURUIST - First ever personal GURU device,Gadgets,Technology,2017/07/23,2017-09-06,failed,15,USA,1290,100000
Cool Hungarian Artist Bela Bognar,Art,Art,2017/07/23,2017-09-06,failed,2,USA,8,100000
In The Studio:,Documentary,Film & Video,2017/07/23,2017-09-06,canceled,1,USA,40,3000
Segway Boise,Live Games,Games,2017/07/23,2017-09-02,failed,2,USA,225,7000
Chef Ameil's Gourmet Experience Restaurant,Restaurants,Food,2017/07/23,2017-09-01,failed,0,USA,0,28000
Emerald August's Guide to All Things Goldfish,Children's Books,Publishing,2017/07/23,2017-09-01,failed,8,USA,187,2800
GoNeighbor,Apps,Technology,2017/07/23,2017-09-01,canceled,1,USA,20,30000
RAV App: College Events On-Demand,Apps,Technology,2017/07/23,2017-08-27,failed,4,USA,53,12500
The Fringe Knight issue #1,Comic Books,Comics,2017/07/23,2017-08-26,successful,43,USA,791,700
"Elliot Mason - Before, Now & After (debut solo album)",Jazz,Music,2017/07/23,2017-08-23,successful,186,USA,15180,15000
Zekiah EP Project,Blues,Music,2017/07/23,2017-08-22,failed,1,USA,25,1000
FootSlide - Slide Standing Up!,Games,Games,2017/07/23,2017-08-22,failed,8,USA,1574,32000
"Xavier Xerxes ""Integrate"" Album Project",Metal,Music,2017/07/23,2017-08-22,successful,9,USA,390,250
Middle of Somewhere (Web Series),Webseries,Film & Video,2017/07/23,2017-08-22,failed,14,USA,916,5000
Ape_XNation Brand Apparel,Apparel,Fashion,2017/07/23,2017-08-22,failed,2,USA,76,20000
Save Democracy! With Conference Calls!,Audio,Journalism,2017/07/23,2017-08-22,successful,256,USA,23401,21880
"Chad Elliott ""RINGGOLD"" and Sun Studio Albums Fundraiser",Country & Folk,Music,2017/07/23,2017-08-22,successful,170,USA,23560,20000
Bumper Guardia: A car Bumper protector,Technology,Technology,2017/07/23,2017-08-22,failed,3,USA,7,5000
"""For Colored Girls...""",Plays,Theater,2017/07/23,2017-08-22,failed,14,USA,491,3500
AirTVision,Apps,Technology,2017/07/23,2017-08-22,failed,1,USA,21,80000
Mid Florida's Mid Century Modern Architecture,Documentary,Film & Video,2017/07/23,2017-08-22,failed,20,USA,1851,48000
The teaching food truck,Food Trucks,Food,2017/07/23,2017-08-22,failed,1,USA,40,1200
SAA Dispenser - World's Simplest Soda Dispenser.,Food,Food,2017/07/23,2017-08-22,failed,2,USA,71,5000
Tales From The Comic Book Crack Down,Theater,Theater,2017/07/23,2017-08-22,failed,20,USA,1305,10000
"Production of the Film noir piece ""An Affair Remains""",Shorts,Film & Video,2017/07/23,2017-08-21,failed,16,USA,1280,7800
S.T.O.R.M FORCE A COMING WAR Comic Series,Comic Books,Comics,2017/07/23,2017-08-21,canceled,2,USA,121,10000
BEHOLD! The Majestic Uni-Rex!,Apparel,Fashion,2017/07/23,2017-08-20,failed,6,USA,212,2000
Three Movies: A Meta-Short Film,Shorts,Film & Video,2017/07/23,2017-08-19,successful,14,USA,855,600
You are more beautiful than you know,Children's Books,Publishing,2017/07/23,2017-08-15,successful,175,USA,9491,8500
Hell's Gate - A Short Horror Film,Horror,Film & Video,2017/07/23,2017-08-12,failed,4,USA,55,1250
Shaking baby syndrome,Documentary,Film & Video,2017/07/23,2017-08-07,failed,3,USA,60,3500
EYE-TO-EYE Flashcards: Gender and Sex Edition,Academic,Publishing,2017/07/23,2017-08-02,successful,57,USA,8885,8800
FRESH STREAM TV - A NEW VOICE To DRAIN THE MSM SWAMP!,Television,Film & Video,2017/07/22,2017-09-20,failed,0,USA,0,50000
"Covfefe, the Unpresidented Game of Political Leadership",Playing Cards,Games,2017/07/22,2017-09-20,failed,11,USA,369,5000
My Keepers App to Build Communities of Color,Web,Technology,2017/07/22,2017-09-20,failed,1,USA,10,38500
Sami's Foundation,Food,Food,2017/07/22,2017-09-20,canceled,2,USA,50,1500
