name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
Illustrated Notepads,Illustration,Art,2017/07/14,2017-08-08,canceled,3,US,57,450
Laadi Designs: Artisan Sandals with a Cause,Footwear,Fashion,2017/07/14,2017-08-08,successful,46,US,3797,2000
Burning River Record Riot Vinyl Convention,Music,Music,2017/07/14,2017-08-07,successful,29,US,804,300
Making My Dream a Reality With You. Thank You and A Big Hug!,Nonfiction,Publishing,2017/07/14,2017-08-06,failed,3,US,50,20000
SNAKEHEAD POST PRODUCTION,Narrative Film,Film & Video,2017/07/14,2017-08-05,successful,262,US,38388.99,38000
Educate our kids about sustainable farming and nutrition!,Farms,Food,2017/07/14,2017-08-04,failed,6,US,253,25000
Carnevale - The Miniature Game,Tabletop Games,Games,2017/07/14,2017-08-04,successful,797,GB,170494.28,39437.36
Broken Crown Studios art of Casey Hines,Mixed Media,Art,2017/07/14,2017-08-04,failed,12,US,405,3000
Gumby Imagined: The Story of Art Clokey and His Creations,Publishing,Publishing,2017/07/14,2017-08-04,successful,164,US,11150,5000
Marathon of Heores - A 5E Adventure,Tabletop Games,Games,2017/07/14,2017-08-03,successful,103,US,2447,1000
Frieda,Documentary,Film & Video,2017/07/14,2017-08-03,successful,41,US,2840,2000
Medieval signs with your name,Mixed Media,Art,2017/07/14,2017-08-03,canceled,7,ES,71.21,237.36
The Invisible Condition,Theater,Theater,2017/07/14,2017-08-03,successful,56,GB,3421.85,3286.45
Fritzl Agonista,Experimental,Theater,2017/07/14,2017-08-03,successful,13,MX,1460.02,1403.86
The Kore Aeronautics LARC; a VTOL for 32mm Sci-Fi Wargaming,Tabletop Games,Games,2017/07/14,2017-08-01,successful,52,GB,4436.7,2629.16
The Keeper of Dreams: Volume II,Fiction,Publishing,2017/07/14,2017-07-31,failed,6,US,145,300
Gastromix Food Truck,Food Trucks,Food,2017/07/14,2017-07-30,successful,64,US,6267,5000
Transgendered Children's Book; LGBTG; Transmale; Transfamily,Children's Books,Publishing,2017/07/14,2017-07-29,failed,3,US,65,8000
"Record our Country Single ""Yellow Footprints""",Country & Folk,Music,2017/07/14,2017-07-29,failed,1,US,500,2500
Legends of Turial,Tabletop Games,Games,2017/07/14,2017-07-29,canceled,0,US,0,5000
3D Flower Kitten Lapel Pins,Accessories,Fashion,2017/07/14,2017-07-24,successful,11,CA,205.69,79.73
LIMITED TIME: Moon Rabbit Enamel Pin,Crafts,Crafts,2017/07/14,2017-07-24,successful,28,MX,879.32,169.1
Restoration of the old painting,Painting,Art,2017/07/14,2017-07-24,failed,1,US,5,9650
Filming The Arctic Charity Challenge,Documentary,Film & Video,2017/07/14,2017-07-20,failed,3,AU,40.39,3168.07
The Mortgage Market Can Be Fixed,Academic,Publishing,2017/07/13,2017-09-11,failed,2,US,51,6825
ShopSmall App,Apps,Technology,2017/07/13,2017-09-11,failed,10,US,715,4500
Italian restaurant,Restaurants,Food,2017/07/13,2017-09-11,failed,2,DE,31.1,598150.52
Spiral Galaxy Music Studio,Music,Music,2017/07/13,2017-09-11,failed,0,US,0,33000
LacedWell - 4Inches 2Fit,Performances,Dance,2017/07/13,2017-09-11,failed,1,US,1,10000
Eats by Amber Food Truck Start Up,Food Trucks,Food,2017/07/13,2017-09-11,failed,1,US,27,53775
Guardian Gaming,Playing Cards,Games,2017/07/13,2017-09-11,canceled,6,US,170,30000
The Toxic Deep,Documentary,Film & Video,2017/07/13,2017-09-11,failed,2,US,2,16000
RX-86 Feature Film,Thrillers,Film & Video,2017/07/13,2017-09-11,failed,1,US,1,80000
The D Word - Rethinking Depression,Nonfiction,Publishing,2017/07/13,2017-09-11,canceled,8,GB,201.1,24457.85
Smells for Games,Games,Games,2017/07/13,2017-09-11,canceled,0,US,0,5000
Kofi Surf,Games,Games,2017/07/13,2017-09-11,successful,24,GB,923.96,543.51
The Enlightenment - TV series project,Television,Film & Video,2017/07/13,2017-09-11,failed,12,AU,951.54,1323812.58
Win-wards.com,Games,Games,2017/07/13,2017-09-11,failed,1,FR,25.12,9570.41
Fashion Design Womenswear – Master Collection,Ready-to-wear,Fashion,2017/07/13,2017-09-11,successful,18,GB,747.32,679.38
Italian artisan products: let's stop the time!,Crafts,Crafts,2017/07/13,2017-09-11,failed,12,IT,1766.94,3588.9
ProFashion,Apparel,Fashion,2017/07/13,2017-09-11,canceled,0,US,0,20000
TOTO BAG – Multi-Compartment Versatile Baby Nursing Bag,Product Design,Design,2017/07/13,2017-09-11,failed,6,GB,345.13,2717.54
Project Resurrection,Documentary,Film & Video,2017/07/13,2017-09-11,canceled,3,US,75,135000
Billy Jack Purnell Plain & Simple,Music,Music,2017/07/13,2017-09-11,failed,10,US,420,1200
Cool Beans Expanding!,Vegan,Food,2017/07/13,2017-09-11,failed,48,US,1432,25000
Family Business Television Show,Drama,Film & Video,2017/07/13,2017-09-11,canceled,0,US,0,150000
GoCards - Exercise Playing Cards,Playing Cards,Games,2017/07/13,2017-09-11,successful,162,CA,3444.01,823.93
REVERb,Drama,Film & Video,2017/07/13,2017-09-11,failed,3,US,21,6000
Difelroth Arts,Music,Music,2017/07/13,2017-09-11,failed,1,MX,0.57,4527.96
Traveling across Siberia,Documentary,Film & Video,2017/07/13,2017-09-11,failed,2,US,26,42000
"ART's PLANET 2017 - Climate, Migration and Solidarity",Mixed Media,Art,2017/07/13,2017-09-01,failed,10,FR,5304.38,14303.93
"OLED EyeCare Lamp : Nature Light, No Blue-Light Hazard",Product Design,Design,2017/07/13,2017-09-01,successful,56,HK,17462.3,15335.86
Help fund an indie puzzle game development!,Video Games,Games,2017/07/13,2017-08-27,failed,1,US,20,81000
Funky Blues & Southern Soul - volume 1,Music Videos,Film & Video,2017/07/13,2017-08-27,failed,0,US,0,50000
Earshot - completely cordless action headphones.,Product Design,Design,2017/07/13,2017-08-27,failed,193,US,17239,650000
Power War: The First Men,Video Games,Games,2017/07/13,2017-08-27,failed,4,IT,83.44,11919.95
The Tao of Gingerbread House Design + Construction,Art Books,Publishing,2017/07/13,2017-08-27,canceled,3,US,170,7000
"first book writing, Thriller, Fiction, Horror!",Fiction,Publishing,2017/07/13,2017-08-27,failed,13,FR,328.99,4171.98
Capture Rules/Art Book,Tabletop Games,Games,2017/07/13,2017-08-27,failed,3,US,9.36,8500
"""Art of"" Dance project supported by William Forsythe-France.",Workshops,Dance,2017/07/13,2017-08-25,canceled,3,US,86,1550
Click-Strap - The self latching tie down system for kayaks,Product Design,Design,2017/07/13,2017-08-25,failed,15,US,2042,2500
Dazzlebykay,DIY,Crafts,2017/07/13,2017-08-22,failed,0,US,0,600
The Grey Project,R&B,Music,2017/07/13,2017-08-22,failed,5,GB,134.64,38469.43
Las fuerzas de Neandal vol. 1 (novela de fantasía),Fiction,Publishing,2017/07/13,2017-08-22,failed,8,MX,138.79,1416.27
Creating Society with Dance,Dance,Dance,2017/07/13,2017-08-22,failed,1,GB,141.05,108996.72
Starting Local Gaming Lounge Company,Video Games,Games,2017/07/13,2017-08-22,failed,1,US,100,100000
Hendley's Music,Country & Folk,Music,2017/07/13,2017-08-22,failed,0,US,0,1500
Vintage Go-Kart Kit,Product Design,Design,2017/07/13,2017-08-21,failed,13,US,10907,39500
Green Energy: The Pedaling-Powered USB Charger,Gadgets,Technology,2017/07/13,2017-08-21,failed,1,HK,5.11,102265.17
DAnCEacostia! Festival,Performances,Dance,2017/07/13,2017-08-19,successful,8,US,850,850
Jamie Saves the World,Comedy,Theater,2017/07/13,2017-08-18,successful,44,GB,1358.26,1287.45
Fidget Lighter,Gadgets,Technology,2017/07/13,2017-08-18,failed,16,GB,728.7,6437.24
Raspberry Shake 4D- Detect earthquakes & “invisible” motion!,Technology,Technology,2017/07/13,2017-08-17,successful,321,US,92699,7000
CARICOM Magazine Issue 1,Periodicals,Publishing,2017/07/13,2017-08-17,successful,68,GB,2662.06,1544.94
An All-Night Peformance with Emily Johnson,Performances,Dance,2017/07/13,2017-08-16,successful,131,US,15052,15000
The Saxophonist - A romantic short film,Shorts,Film & Video,2017/07/13,2017-08-15,canceled,1,US,25,5000
Bible Readers 4 SCIENCE,Fashion,Fashion,2017/07/13,2017-08-15,failed,1,US,15,20000
Marciante and Company: Leather Footwear & Accessories,Footwear,Fashion,2017/07/13,2017-08-14,successful,299,US,34044,10000
Crazy Sunset Poster,Digital Art,Art,2017/07/13,2017-08-13,failed,10,US,386,3000
Play Board Game Cafe,Tabletop Games,Games,2017/07/13,2017-08-13,failed,40,CA,4109.19,7900.77
SEED Monograph Volume II.,Photobooks,Photography,2017/07/13,2017-08-13,canceled,1,GB,38.62,3797.97
"A new venture, needs a new wheel.",Printing,Crafts,2017/07/13,2017-08-13,successful,60,GB,3754.2,2574.9
Chicago South Asian Film Festival 2017,Festivals,Film & Video,2017/07/13,2017-08-12,successful,6,US,2525,2500
"4,000 in order to pay off the rest of my management's fee",Music,Music,2017/07/13,2017-08-12,canceled,0,US,0,4000
1nB Clothing,Apparel,Fashion,2017/07/13,2017-08-12,failed,1,US,20,2500
The Bateman Lectures on Depression: A Funny Documentary Film,Documentary,Film & Video,2017/07/13,2017-08-12,successful,76,US,5416,5000
Shader: Portable Shade & Personal Sun Protection,Product Design,Design,2017/07/13,2017-08-12,successful,1456,AU,165485.28,19791.01
Crash Bandii Next Biggest Artist,Hip-Hop,Music,2017/07/13,2017-08-12,failed,0,US,0,1500
C-70 Diner,Restaurants,Food,2017/07/13,2017-08-12,failed,0,US,0,6000
Publish My Children's Picture Book,Children's Books,Publishing,2017/07/13,2017-08-12,failed,0,US,0,5500
Kawaii Bunny Hard Enamel Pins,Art,Art,2017/07/13,2017-08-12,successful,27,FR,759.58,645.7
Build a village for the last healthy bee-population on earth,Civic Design,Design,2017/07/13,2017-08-12,canceled,23,NO,355.63,12598.9
Bioshock: A 10 Year Retrospective Documentary,Video Games,Games,2017/07/13,2017-08-12,successful,14,US,190,50
Out Cry - Lifting us from third world to first world status.,Music,Music,2017/07/13,2017-08-12,successful,24,GB,3276.56,3218.62
Alanna LaCour's First Album Fund,Music,Music,2017/07/13,2017-08-12,failed,0,US,0,7000
Online Thrift Store & Art Gallery,Fashion,Fashion,2017/07/13,2017-08-12,canceled,0,GB,0,643.72
Embrace Chaos: An Experimental Game,Video Games,Games,2017/07/13,2017-08-12,failed,2,US,35,1250
Audio Visual Tech/ Ready to become Pro EDM Dj.,Electronic Music,Music,2017/07/13,2017-08-12,canceled,0,US,0,30000
Insanity Books (Lilith),Publishing,Publishing,2017/07/13,2017-08-12,failed,4,GB,173.81,45060.7
Elsi Cosmetics,Fashion,Fashion,2017/07/13,2017-08-12,failed,5,US,95,315
Pictures with Stories: A Memoir by Tony Mendoza,Photobooks,Photography,2017/07/13,2017-08-12,successful,81,US,9559,7000
Questionable Skepticism Productions,Comedy,Film & Video,2017/07/13,2017-08-12,failed,0,US,0,2000
"Support Fellow American's Debut Album, ""Hold Your Breath""",Indie Rock,Music,2017/07/13,2017-08-12,successful,81,US,7025,6500
Meteorite Boys Clothing Co.,Apparel,Fashion,2017/07/13,2017-08-12,failed,32,US,2782,8000
Mega Man/Proto Man Enamel Pins,Accessories,Fashion,2017/07/13,2017-08-12,successful,20,US,318,300
Bicycle Starlight Solar Playing Cards,Playing Cards,Games,2017/07/13,2017-08-12,successful,400,US,8877,4000
Classic Gaming Review Print Collection,Photography,Photography,2017/07/13,2017-08-12,successful,44,US,3198,2000
Castle Bagging,Apps,Technology,2017/07/13,2017-08-12,failed,12,GB,1871.95,36048.56
The Pewter Mug,Product Design,Design,2017/07/13,2017-08-12,canceled,4,US,318,1500
Undocumented: Funds for publishing of my fiction novel.,Fiction,Publishing,2017/07/13,2017-08-12,failed,0,US,0,1000
Tülry: The World's First Glamour Utility Necklace,Product Design,Design,2017/07/13,2017-08-12,successful,283,US,38889,10000
Tautong proximity reminder,Software,Technology,2017/07/13,2017-08-12,failed,4,IT,174.93,29349.96
Important Stuff: A Glow-In-The-Dark Journey,Children's Books,Publishing,2017/07/13,2017-08-12,failed,187,US,8929,15000
Cartoonify yourself & join our virtual city: Cartoontropolis,Illustration,Art,2017/07/13,2017-08-12,successful,69,CA,6108.87,3950.38
Reed Grimm's Debut Album,Music,Music,2017/07/13,2017-08-12,successful,420,US,27762.11,25000
Banggos (Electric Sexy Drum Pants),Sound,Technology,2017/07/13,2017-08-12,failed,17,US,903,5000
Comic Book 101,Webseries,Film & Video,2017/07/13,2017-08-12,failed,0,US,0,6000
Help us make a new episode of Babes: a Web Series!,Webseries,Film & Video,2017/07/13,2017-08-12,failed,9,CA,312.08,3002.29
Two Turns: Horse Racings First Brand! Wear Your Passion,Apparel,Fashion,2017/07/13,2017-08-12,failed,1,US,20,5000
Lightning Bug 11kilowatt Power Generating System,Technology,Technology,2017/07/13,2017-08-12,failed,0,US,0,35000
SPREE - The App to revolutionise independent shops,Apps,Technology,2017/07/13,2017-08-12,failed,7,GB,290.96,32186.22
YOUTUBE HATES NELK,Comedy,Film & Video,2017/07/13,2017-08-12,failed,175,CA,8640.28,19751.92
"""Octopi and Lillies"" sticker",Illustration,Art,2017/07/13,2017-08-12,successful,29,US,169,146
"Happy Happy, Joy Joy - The Ren and Stimpy Story",Documentary,Film & Video,2017/07/13,2017-08-12,canceled,391,US,125334.62,289400
Torment' A Student Short Film,Thrillers,Film & Video,2017/07/13,2017-08-12,successful,14,AU,1266.62,1187.46
Glaukopis Study Materials,Academic,Publishing,2017/07/13,2017-08-12,failed,2,US,11,15000
FishingROV,Technology,Technology,2017/07/13,2017-08-12,failed,9,GB,149.34,12874.49
FLXN CO. Urban Apparel,Apparel,Fashion,2017/07/13,2017-08-12,failed,0,US,0,2250
UNTITLED BREAST CANCER PROJECT Based on true story Phase I,Drama,Film & Video,2017/07/13,2017-08-12,failed,1,US,1,5000
Trials and Tribulations of a Prahran boy,Nonfiction,Publishing,2017/07/13,2017-08-12,failed,0,AU,0,19791.01
Help us bring local music to the world,Music,Music,2017/07/13,2017-08-12,failed,3,US,102,55000
Original R&B Song Needs Support,Music,Music,2017/07/13,2017-08-12,successful,34,AU,1009.34,554.15
Craft & Vintage Restaurant,Restaurants,Food,2017/07/13,2017-08-12,failed,17,US,2080,15000
Imdependant Audio Engineer,Hip-Hop,Music,2017/07/13,2017-08-12,failed,0,US,0,3200
Off Camera,Photobooks,Photography,2017/07/13,2017-08-12,successful,80,US,11787,10000
WWVS World Wide Voting System,Web,Technology,2017/07/13,2017-08-12,failed,0,DE,0,117399.83
SpotNote - Location Notification Sender,Apps,Technology,2017/07/13,2017-08-12,failed,1,US,25,1500
Creado Para Crear,Design,Design,2017/07/13,2017-08-12,successful,64,MX,4712.59,4193.69
FACTGRAPHS,Web,Technology,2017/07/13,2017-08-12,failed,8,US,329,10000
Descension #1,Comic Books,Comics,2017/07/13,2017-08-12,successful,65,US,2575,2500
Tome of Heroes - A Realtime Mobile PvP Game,Mobile Games,Games,2017/07/13,2017-08-12,failed,1,US,25,5000
Kitty Kart,Technology,Technology,2017/07/13,2017-08-12,failed,2,US,20,100000
Trading Rappers,Playing Cards,Games,2017/07/13,2017-08-11,failed,39,US,4964,10000
InFocus,Photo,Journalism,2017/07/13,2017-08-10,successful,82,CA,5625.39,5506.61
Founders of Gloomhaven,Tabletop Games,Games,2017/07/13,2017-08-10,successful,10254,US,509977.2,50000
Shore Ride: The Ultimate Board Carrier,Product Design,Design,2017/07/13,2017-08-10,canceled,54,GB,5051.53,19468.89
Overworld - 16-Bit Tile-Placement & Exploration Boardgame,Tabletop Games,Games,2017/07/13,2017-08-09,successful,1448,US,49371,10000
THA MATERIALS SOPHOMORE ALBUM RELEASE,Music,Music,2017/07/13,2017-08-08,failed,14,US,348,2500
Apps No Ads - ¡¡Aplicaciones sin anuncios!! - ONL,Software,Technology,2017/07/13,2017-08-07,failed,0,MX,0,305.64
Help Life Like Water record their first album!,Country & Folk,Music,2017/07/13,2017-08-06,successful,61,US,2856,2500
Castle Happy - Grow Our Show!,Musical,Theater,2017/07/13,2017-08-05,successful,56,US,15330,15000
High School Coven,Theater,Theater,2017/07/13,2017-08-04,successful,43,US,2715,2500
AGRowBot: the Autonomous Ground Row-Crop Robot,Robots,Technology,2017/07/13,2017-08-03,failed,7,US,122,25000
The Importance of Being Frank - Ed Fringe Show,Comedy,Theater,2017/07/13,2017-08-03,successful,22,GB,479.82,394.37
Explorers of the North Sea: Rocks of Ruin,Tabletop Games,Games,2017/07/13,2017-08-03,successful,1822,NZ,116904.85,17137.32
BOOK OF MONSTERS : An Action Horror Feature Film,Horror,Film & Video,2017/07/13,2017-08-03,successful,286,GB,60088.08,59156.04
Social Media Identification Number (GLOZAL ID),Web,Technology,2017/07/13,2017-08-02,failed,0,US,0,100000
Criminal' (short film) Festival Fund,Festivals,Film & Video,2017/07/13,2017-08-01,successful,16,GB,370.71,308.93
Monsters in metal,Tabletop Games,Games,2017/07/13,2017-07-31,failed,16,GB,855.79,1314.58
How to Drown a Fish- Edinburgh Festival Fringe 2017,Festivals,Theater,2017/07/13,2017-07-31,successful,32,GB,2635.73,2234.78
Proof Porch Project,Plays,Theater,2017/07/13,2017-07-30,successful,52,US,2718,2500
What is it: A Modern Look at Love,Poetry,Publishing,2017/07/13,2017-07-29,successful,48,US,1924,1800
Coacheeng lie coach et citoyen en recherche d’épanouissement,Web,Technology,2017/07/13,2017-07-28,failed,1,FR,24.63,4691.59
Macaroons gift boxes,Crafts,Crafts,2017/07/13,2017-07-28,canceled,0,SG,0,735.51
PicKer- Soporte Porta Púas de Guitarra,Accessories,Fashion,2017/07/13,2017-07-28,canceled,9,ES,361.25,11727.79
A new workshop for classes and an after school arts program,Art,Art,2017/07/13,2017-07-27,canceled,2,US,200,10000
Artemis and Luna (Sailor Moon) Necklace,Crafts,Crafts,2017/07/13,2017-07-23,successful,14,GB,460.94,196.43
Help Hillary Reese develop into a successful singing artist,Music,Music,2017/07/13,2017-07-23,failed,1,US,100,12000
Neil Johnson Band 5 song E.P,Country & Folk,Music,2017/07/13,2017-07-20,successful,16,US,800,750
Munchkin Special Delivery,Tabletop Games,Games,2017/07/13,2017-07-17,successful,843,US,47548,5000
Team ST8MNT - Nashville Flugtag 2017,Design,Design,2017/07/12,2017-09-10,failed,2,US,121,2500
ZONA MAGNETICA,Rock,Music,2017/07/12,2017-09-10,failed,1,MX,0.57,8489.93
Monster Alphabet Coloring Book.,Illustration,Art,2017/07/12,2017-09-10,failed,9,GB,226.91,1087.02
VR Solar Game,Video Games,Games,2017/07/12,2017-09-10,failed,4,ES,241.65,299075.26
Inked States of America : Season One,Art,Art,2017/07/12,2017-09-10,failed,3,US,3,17000
The Devil’s Gauntlet,Webseries,Film & Video,2017/07/12,2017-09-10,failed,1,US,1,40000
Serial Killer Tourshirt,Apparel,Fashion,2017/07/12,2017-09-10,failed,6,DE,148.34,478.52
Floppy Memory,Hardware,Technology,2017/07/12,2017-09-10,suspended,26,AU,1170.57,12034.66
F.I.T. Fitness Trainer,Live Games,Games,2017/07/12,2017-09-10,failed,4,US,990,50000
Oceanus Brass - Nautically Inspired Tools,Technology,Technology,2017/07/12,2017-09-10,successful,374,US,16677,250
Help Me Self Publish My Novel: The Land Between Worlds,Fiction,Publishing,2017/07/12,2017-09-10,failed,13,GB,1483.78,2038.15
Youtube Sitcom Project,Film & Video,Film & Video,2017/07/12,2017-09-10,failed,0,US,0,1000
VLNLAB: the first concert quality 3D-printed violin & viola,Classical Music,Music,2017/07/12,2017-09-10,failed,5,US,1130,10000
Justifeyed Mobile Safety Application,Apps,Technology,2017/07/12,2017-09-10,failed,1,US,20,15000
"Lessons from the Wild,Joanne's 1st financial book for youths",Publishing,Publishing,2017/07/12,2017-09-10,failed,2,SG,52.11,7444.35
